variable_name,CONSIGN,event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code,event_match_name
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,84421000006115,84421000006115,84421000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,913811000006115,913811000006115,913811000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with renal complications,,,narrow,E,DM12,COV,84431000006117,84431000006117,84431000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with renal complications,,,narrow,E,DM12,COV,913451000006117,913451000006117,913451000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,84441000006110,84441000006110,84441000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,913661000006118,913661000006118,913661000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with ulcer,,,narrow,E,DM12,COV,292540012,292540012,292540012,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus with ulcer,,,narrow,E,DM12,COV,84451000006112,84451000006112,84451000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus without complication,,,narrow,E,DM12,COV,457326014,457326014,457326014,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetes mellitus without complication,,,narrow,E,DM12,COV,84461000006114,84461000006114,84461000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 1 diabetic dietary review,,,narrow,E,DM12,COV,1665751000000119,1665751000000119,1665751000000119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus,,,narrow,E,DM12,COV,197761014,197761014,197761014,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus,,,narrow,E,DM12,COV,84471000006119,84471000006119,84471000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus - poor control,,,narrow,E,DM12,COV,292590011,292590011,292590011,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus - poor control,,,narrow,E,DM12,COV,84481000006116,84481000006116,84481000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus in remission,,,narrow,E,DM12,COV,2288071000000116,2288071000000116,2288071000000116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with arthropathy,,,narrow,E,DM12,COV,459310018,459310018,459310018,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with arthropathy,,,narrow,E,DM12,COV,84491000006118,84491000006118,84491000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with diabetic cataract,,,narrow,E,DM12,COV,84501000006114,84501000006114,84501000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with diabetic cataract,,,narrow,E,DM12,COV,914301000006111,914301000006111,914301000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with exudative maculopathy,,,narrow,E,DM12,COV,938321000006116,938321000006116,938321000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with gangrene,,,narrow,E,DM12,COV,292583018,292583018,292583018,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with gangrene,,,narrow,E,DM12,COV,84511000006112,84511000006112,84511000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with gastroparesis,,,narrow,E,DM12,COV,299621000000117,299621000000117,299621000000117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with hypoglycaemic coma,,,narrow,E,DM12,COV,459167016,459167016,459167016,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with hypoglycaemic coma,,,narrow,E,DM12,COV,84521000006116,84521000006116,84521000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with ketoacidosis,,,narrow,E,DM12,COV,928581000006111,928581000006111,928581000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with ketoacidotic coma,,,narrow,E,DM12,COV,928601000006118,928601000006118,928601000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with mononeuropathy,,,narrow,E,DM12,COV,84531000006118,84531000006118,84531000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with mononeuropathy,,,narrow,E,DM12,COV,914221000006113,914221000006113,914221000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with multiple complications,,,narrow,E,DM12,COV,292577016,292577016,292577016,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with multiple complications,,,narrow,E,DM12,COV,84541000006111,84541000006111,84541000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with nephropathy,,,narrow,E,DM12,COV,84551000006113,84551000006113,84551000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with nephropathy,,,narrow,E,DM12,COV,914261000006119,914261000006119,914261000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with neurological complications,,,narrow,E,DM12,COV,84561000006110,84561000006110,84561000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with neurological complications,,,narrow,E,DM12,COV,914071000006115,914071000006115,914071000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with neuropathic arthropathy,,,narrow,E,DM12,COV,459313016,459313016,459313016,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with neuropathic arthropathy,,,narrow,E,DM12,COV,84571000006115,84571000006115,84571000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with ophthalmic complications,,,narrow,E,DM12,COV,84581000006117,84581000006117,84581000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with ophthalmic complications,,,narrow,E,DM12,COV,914051000006113,914051000006113,914051000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with peripheral angiopathy,,,narrow,E,DM12,COV,459308015,459308015,459308015,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with peripheral angiopathy,,,narrow,E,DM12,COV,84591000006119,84591000006119,84591000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with persistent microalbuminuria,,,narrow,E,DM12,COV,928561000006118,928561000006118,928561000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with persistent proteinuria,,,narrow,E,DM12,COV,928541000006117,928541000006117,928541000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,84601000006110,84601000006110,84601000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,914241000006118,914241000006118,914241000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with renal complications,,,narrow,E,DM12,COV,84611000006113,84611000006113,84611000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with renal complications,,,narrow,E,DM12,COV,914031000006118,914031000006118,914031000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,84621000006117,84621000006117,84621000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,914151000006112,914151000006112,914151000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with ulcer,,,narrow,E,DM12,COV,292579018,292579018,292579018,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus with ulcer,,,narrow,E,DM12,COV,84631000006119,84631000006119,84631000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus without complication,,,narrow,E,DM12,COV,457329019,457329019,457329019,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetes mellitus without complication,,,narrow,E,DM12,COV,84641000006112,84641000006112,84641000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type 2 diabetic dietary review,,,narrow,E,DM12,COV,1665721000000112,1665721000000112,1665721000000112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type A insulin resistance,,,narrow,E,DM12,COV,2475901019,2475901019,2475901019,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type A insulin resistance without complication,,,narrow,E,DM12,COV,199471000000118,199471000000118,199471000000118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus,,,narrow,E,DM12,COV,494564012,494564012,494564012,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus,,,narrow,E,DM12,COV,84651000006114,84651000006114,84651000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus - poor control,,,narrow,E,DM12,COV,292550013,292550013,292550013,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus - poor control,,,narrow,E,DM12,COV,84661000006111,84661000006111,84661000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus in remission,,,narrow,E,DM12,COV,2288011000000114,2288011000000114,2288011000000114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus maturity onset,,,narrow,E,DM12,COV,292551012,292551012,292551012,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus maturity onset,,,narrow,E,DM12,COV,84671000006116,84671000006116,84671000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with arthropathy,,,narrow,E,DM12,COV,459294012,459294012,459294012,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with arthropathy,,,narrow,E,DM12,COV,84681000006118,84681000006118,84681000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with diabetic cataract,,,narrow,E,DM12,COV,84691000006115,84691000006115,84691000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with diabetic cataract,,,narrow,E,DM12,COV,913911000006110,913911000006110,913911000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with exudative maculopathy,,,narrow,E,DM12,COV,938311000006112,938311000006112,938311000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with gangrene,,,narrow,E,DM12,COV,292543014,292543014,292543014,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with gangrene,,,narrow,E,DM12,COV,84701000006115,84701000006115,84701000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with gastroparesis,,,narrow,E,DM12,COV,1667941000000112,1667941000000112,1667941000000112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with hypoglycaemic coma,,,narrow,E,DM12,COV,459163017,459163017,459163017,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with hypoglycaemic coma,,,narrow,E,DM12,COV,84711000006117,84711000006117,84711000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with ketoacidosis,,,narrow,E,DM12,COV,928511000006116,928511000006116,928511000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with ketoacidotic coma,,,narrow,E,DM12,COV,928531000006110,928531000006110,928531000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with mononeuropathy,,,narrow,E,DM12,COV,84721000006113,84721000006113,84721000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with mononeuropathy,,,narrow,E,DM12,COV,913791000006119,913791000006119,913791000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with multiple complications,,,narrow,E,DM12,COV,84731000006111,84731000006111,84731000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with multiple complications,,,narrow,E,DM12,COV,913551000006116,913551000006116,913551000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with nephropathy,,,narrow,E,DM12,COV,84741000006118,84741000006118,84741000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with nephropathy,,,narrow,E,DM12,COV,913851000006119,913851000006119,913851000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with neurological complications,,,narrow,E,DM12,COV,84751000006116,84751000006116,84751000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with neurological complications,,,narrow,E,DM12,COV,913521000006113,913521000006113,913521000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with neuropathic arthropathy,,,narrow,E,DM12,COV,459295013,459295013,459295013,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with neuropathic arthropathy,,,narrow,E,DM12,COV,84761000006119,84761000006119,84761000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with ophthalmic complications,,,narrow,E,DM12,COV,84771000006114,84771000006114,84771000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with ophthalmic complications,,,narrow,E,DM12,COV,913491000006111,913491000006111,913491000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with peripheral angiopathy,,,narrow,E,DM12,COV,84781000006112,84781000006112,84781000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with peripheral angiopathy,,,narrow,E,DM12,COV,913941000006114,913941000006114,913941000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with persistent microalbuminuria,,,narrow,E,DM12,COV,928491000006110,928491000006110,928491000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with persistent proteinuria,,,narrow,E,DM12,COV,928471000006114,928471000006114,928471000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,84791000006110,84791000006110,84791000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,913821000006111,913821000006111,913821000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with renal complications,,,narrow,E,DM12,COV,84801000006111,84801000006111,84801000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with renal complications,,,narrow,E,DM12,COV,913461000006115,913461000006115,913461000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,84811000006114,84811000006114,84811000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,913671000006113,913671000006113,913671000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with ulcer,,,narrow,E,DM12,COV,292538019,292538019,292538019,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus with ulcer,,,narrow,E,DM12,COV,84821000006118,84821000006118,84821000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus without complication,,,narrow,E,DM12,COV,457325013,457325013,457325013,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetes mellitus without complication,,,narrow,E,DM12,COV,84831000006115,84831000006115,84831000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type I diabetic dietary review,,,narrow,E,DM12,COV,1658861000000113,1658861000000113,1658861000000113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus,,,narrow,E,DM12,COV,493774016,493774016,493774016,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus,,,narrow,E,DM12,COV,84841000006113,84841000006113,84841000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus - poor control,,,narrow,E,DM12,COV,292589019,292589019,292589019,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus - poor control,,,narrow,E,DM12,COV,84851000006110,84851000006110,84851000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus in remission,,,narrow,E,DM12,COV,2288061000000111,2288061000000111,2288061000000111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with arthropathy,,,narrow,E,DM12,COV,459311019,459311019,459311019,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with arthropathy,,,narrow,E,DM12,COV,84861000006112,84861000006112,84861000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with diabetic cataract,,,narrow,E,DM12,COV,84871000006117,84871000006117,84871000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with diabetic cataract,,,narrow,E,DM12,COV,914311000006114,914311000006114,914311000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with exudative maculopathy,,,narrow,E,DM12,COV,938331000006118,938331000006118,938331000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with gangrene,,,narrow,E,DM12,COV,292582011,292582011,292582011,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with gangrene,,,narrow,E,DM12,COV,84881000006119,84881000006119,84881000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with gastroparesis,,,narrow,E,DM12,COV,1667921000000117,1667921000000117,1667921000000117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with hypoglycaemic coma,,,narrow,E,DM12,COV,459169018,459169018,459169018,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with hypoglycaemic coma,,,narrow,E,DM12,COV,84891000006116,84891000006116,84891000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with ketoacidosis,,,narrow,E,DM12,COV,928591000006114,928591000006114,928591000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with ketoacidotic coma,,,narrow,E,DM12,COV,928611000006115,928611000006115,928611000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with mononeuropathy,,,narrow,E,DM12,COV,84901000006117,84901000006117,84901000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with mononeuropathy,,,narrow,E,DM12,COV,914231000006111,914231000006111,914231000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with multiple complications,,,narrow,E,DM12,COV,292576013,292576013,292576013,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with multiple complications,,,narrow,E,DM12,COV,84911000006119,84911000006119,84911000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with nephropathy,,,narrow,E,DM12,COV,84921000006110,84921000006110,84921000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with nephropathy,,,narrow,E,DM12,COV,914271000006114,914271000006114,914271000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with neurological complications,,,narrow,E,DM12,COV,84931000006113,84931000006113,84931000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with neurological complications,,,narrow,E,DM12,COV,914081000006117,914081000006117,914081000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with neuropathic arthropathy,,,narrow,E,DM12,COV,459312014,459312014,459312014,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with neuropathic arthropathy,,,narrow,E,DM12,COV,84941000006115,84941000006115,84941000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with ophthalmic complications,,,narrow,E,DM12,COV,84951000006118,84951000006118,84951000006118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with ophthalmic complications,,,narrow,E,DM12,COV,914061000006110,914061000006110,914061000006110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with peripheral angiopathy,,,narrow,E,DM12,COV,459306016,459306016,459306016,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with peripheral angiopathy,,,narrow,E,DM12,COV,84961000006116,84961000006116,84961000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with persistent microalbuminuria,,,narrow,E,DM12,COV,928571000006113,928571000006113,928571000006113,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with persistent proteinuria,,,narrow,E,DM12,COV,928551000006115,928551000006115,928551000006115,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,84971000006111,84971000006111,84971000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with polyneuropathy,,,narrow,E,DM12,COV,914251000006116,914251000006116,914251000006116,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with renal complications,,,narrow,E,DM12,COV,84981000006114,84981000006114,84981000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with renal complications,,,narrow,E,DM12,COV,914041000006111,914041000006111,914041000006111,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,84991000006112,84991000006112,84991000006112,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with retinopathy,,,narrow,E,DM12,COV,914161000006114,914161000006114,914161000006114,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with ulcer,,,narrow,E,DM12,COV,292581016,292581016,292581016,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus with ulcer,,,narrow,E,DM12,COV,85001000006117,85001000006117,85001000006117,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus without complication,,,narrow,E,DM12,COV,457330012,457330012,457330012,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetes mellitus without complication,,,narrow,E,DM12,COV,85011000006119,85011000006119,85011000006119,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Type II diabetic dietary review,,,narrow,E,DM12,COV,1658901000000118,1658901000000118,1658901000000118,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Under care of community-based diabetes specialist nurse,,,narrow,E,DM12,COV,2586731000000110,2586731000000110,2586731000000110,E_DM12_COV
E_DM12_COV,yes,Diabetes types 1 and 2,MEDCODEID,Under care of diabetes specialist nurse,,,narrow,E,DM12,COV,2159956013,2159956013,2159956013,E_DM12_COV
